Price,Close,High,Low,Open,Volume,SMA_short,SMA_long,Signal,Position
Ticker,SPY,SPY,SPY,SPY,SPY,,,,
Date,,,,,,,,,
2018-01-02,239.27398681640625,239.30960464741972,238.05434099653093,238.44605563234495,86655700,,,0,
2018-01-03,240.78738403320312,240.93873940840155,239.4430896578992,239.4430896578992,90070400,,,0,0.0
2018-01-04,241.80230712890625,242.2919640031969,240.84975429810646,241.43732624618858,80636400,,,0,0.0
2018-01-05,243.41366577148438,243.53828741133856,242.1049891265888,242.60353002288795,83524000,,,0,0.0
2018-01-08,243.85879516601562,244.01903463338954,243.02195283402983,243.31572519088206,57319200,241.8272277832031,,0,0.0
2018-01-09,244.41087341308594,245.04294752341758,244.00133611933398,244.28622454060792,57254000,242.85460510253907,,0,0.0
2018-01-10,244.03688049316406,244.30397349586673,242.9685899876945,243.6451658239578,69574300,243.50450439453124,,0,0.0
2018-01-11,245.8174285888672,245.8174285888672,244.4286317062087,244.59778248267554,62361500,244.30752868652343,,0,0.0
2018-01-12,247.41990661621094,247.58903022509952,245.78181201792546,246.0845229014976,90816100,245.10877685546876,,0,0.0
2018-01-16,246.5741729736328,249.35176698132918,245.87086321897462,248.69298632188807,106555100,245.6518524169922,243.73954010009766,1,1.0
2018-01-17,248.9243621826172,249.31607683096257,246.57410146099048,247.51777024970102,113258800,246.55455017089844,244.70457763671874,1,0.0
2018-01-18,248.50595092773438,249.2359398414684,248.00738281742383,248.80863455897895,100728000,247.4483642578125,245.47643432617187,1,0.0
2018-01-19,249.63650512695312,249.63650512695312,248.50589061683493,249.09343523766435,140920100,248.2121795654297,246.25985412597657,1,0.0
2018-01-22,251.66632080078125,251.66632080078125,249.369446475561,249.42288679868687,91322400,249.06146240234375,247.08511962890626,1,0.0
2018-01-23,252.20057678222656,252.4943492462935,251.38152948043933,251.71091978417996,97084700,250.1867431640625,247.91929779052734,1,0.0
2018-01-24,252.1025848388672,253.45579079530785,250.90964554515227,252.8503963139521,134816100,250.8223876953125,248.68846893310547,1,0.0
2018-01-25,252.20945739746094,253.0730066106264,251.4082326107545,252.9750915134344,84587300,251.5630889892578,249.50572662353517,1,0.0
2018-01-26,255.1294708251953,255.17399991200986,252.79700519907914,253.05518696356899,107743100,252.66168212890625,250.43693084716796,1,0.0
2018-01-29,253.43798828125,254.9959357693171,253.2777487743335,254.55080791558365,90118300,253.016015625,251.0387390136719,1,0.0
2018-01-30,250.83851623535156,253.49146148408775,250.35777043229993,251.5863279465127,131796400,252.743603515625,251.46517333984374,1,0.0
2018-01-31,250.96304321289062,252.20939559440293,249.87693031576325,251.70197056051725,108364800,252.51569519042968,251.6690414428711,1,0.0
2018-02-01,250.6781463623047,251.99573435982157,249.8769217992437,250.2241345053547,90102500,252.20943298339844,251.88626098632812,1,0.0
2018-02-02,245.2208709716797,249.47629087350109,245.18525314703905,249.34273082320865,173174800,250.22771301269532,251.44469757080077,0,-1.0
2018-02-05,234.9651641845703,245.57702335121854,234.41321003556783,243.4404152521832,294681800,246.53314819335938,249.7745819091797,0,0.0
2018-02-06,239.59451293945312,240.10196519204598,230.30915281692052,231.41306115439525,355026800,244.2843475341797,248.51397552490235,0,0.0
2018-02-07,238.2947998046875,242.47007482472614,238.2146528684422,239.03370021996324,167376100,241.75069885253907,247.13319702148436,0,0.0
2018-02-08,229.35658264160156,238.73988542101256,229.32096480607842,238.5974412473681,246449500,237.48638610839845,244.84790954589843,0,0.0
2018-02-09,232.80186462402344,234.68029110269694,225.1634691182985,232.17867476912303,283565300,235.0025848388672,242.61514892578126,0,0.0
2018-02-12,236.2203826904297,237.7071212765538,232.94424908762355,234.8760882394416,143736000,235.25362854003907,240.8933883666992,0,0.0
2018-02-13,236.8079833984375,237.35993750903168,234.41319372367704,235.00076566450298,81223600,234.69632263183593,239.4903350830078,0,0.0
2018-02-14,240.00405883789062,240.36906697758923,235.29459802957084,235.30350928151137,120735700,235.03817443847657,238.39443664550782,0,0.0
2018-02-15,243.06646728515625,243.07537853439516,239.27397001760232,241.7667018130873,111200300,237.7801513671875,237.63326873779297,1,1.0
2018-02-16,243.1376953125,245.10517976141142,242.38988386429256,242.4344129456227,160420100,239.84731750488282,237.424951171875,1,0.0
2018-02-20,241.61541748046875,243.63631552419156,240.81419269815765,242.17628297862177,86369700,240.92632446289062,238.08997650146483,1,0.0
2018-02-21,240.4134979248047,244.5710032544408,240.3155828561697,242.06047610896744,98883700,241.64742736816407,238.171875,1,0.0
2018-02-22,240.72512817382812,243.0843002699461,240.04855233793677,241.34831801134473,110511300,241.79164123535156,238.41490783691407,1,0.0
2018-02-23,244.56210327148438,244.56210327148438,241.4818265655909,241.96257218693196,92766400,242.09076843261718,239.93545989990236,1,0.0
2018-02-26,247.4020538330078,247.49999608769443,245.05179291035216,245.648249015592,86491400,242.94364013671876,241.39547882080078,1,0.0
2018-02-27,244.31289672851562,248.31016381140626,244.25057230105298,247.58903160646253,99099200,243.48313598632814,242.20473022460936,1,0.0
2018-02-28,241.83795166015625,245.87972008162694,241.51747265406172,245.42568098787888,121907800,243.76802673339844,242.70772705078124,1,0.0
2018-03-01,238.32147216796875,243.19117214642964,236.8080265444778,241.62431335208126,176855100,243.28729553222655,242.53946838378906,1,0.0
2018-03-02,239.5499725341797,240.11974917720585,235.7575020317637,236.6299351597847,139083200,242.2848693847656,242.1878189086914,1,0.0
2018-03-05,242.31866455078125,242.94185431401868,238.2412788463978,238.34813233575227,97307400,241.2681915283203,242.10591583251954,0,-1.0
2018-03-06,242.93301391601562,243.38705308075063,241.41956814586666,243.30690614824894,79213200,240.99221496582032,242.23767547607423,0,0.0
2018-03-07,242.84390258789062,243.19999936649717,240.54705527270215,240.74291257620217,87063500,241.1934051513672,242.4807159423828,0,0.0
2018-03-08,244.01907348632812,244.14369514686976,242.5234505491541,243.52941658902225,66901200,242.33292541503906,242.81011047363282,0,0.0
2018-03-09,248.26559448242188,248.26559448242188,245.12299305233222,245.44349922130084,113625300,244.0760498046875,243.18045959472656,1,1.0
2018-03-12,247.95394897460938,249.1914171449665,247.56223438603888,248.5593433550447,71924800,245.20310668945314,243.23564910888672,1,0.0
2018-03-13,246.35154724121094,249.6365927990102,245.73726866253648,249.12914055254927,91968900,245.88681335449218,243.43951416015625,1,0.0
2018-03-14,245.08729553222656,247.50879125538586,244.52645746366102,247.32184523253068,105895100,246.3354919433594,243.7644485473633,1,0.0
2018-03-15,244.82034301757812,246.2536418031156,244.31289069525897,245.60377246218647,83433000,246.49574584960936,244.41433563232422,1,0.0
2018-03-16,245.08578491210938,246.1494343264616,245.03215782207974,245.35392036225767,100343700,245.8597839355469,244.9679168701172,1,0.0
2018-03-19,241.76966857910156,245.2645124685636,240.09822743137104,244.32601119353234,109208400,244.6229278564453,244.91301727294922,0,-1.0
2018-03-20,242.180908203125,242.82446067288464,241.4926482990443,242.17196126080816,59757300,243.78880004882814,244.83780670166016,0,0.0
2018-03-21,241.71604919433594,244.25449800960592,241.50154084515333,242.1361462296566,78709600,243.11455078125,244.7250213623047,0,0.0
2018-03-22,235.6738739013672,240.32172828965346,235.39676420360612,239.4636674802756,148785900,241.2852569580078,243.8905014038086,0,0.0
2018-03-23,230.65054321289062,236.45146118503908,230.45390146337277,236.1207517147721,183534800,238.39820861816406,242.12899627685547,0,0.0
2018-03-26,236.96090698242188,237.24693629092693,231.86614290129953,234.2973374690801,141956100,237.43645629882812,241.02969207763672,0,0.0
2018-03-27,232.9298095703125,238.44467108472054,231.35667553367676,237.9084001879204,129941400,235.58623657226562,239.68751831054686,0,0.0
2018-03-28,232.2415008544922,234.7531629858063,231.12422459281876,233.06382818507493,146452300,233.6913269042969,238.40293884277344,0,0.0
2018-03-29,235.2090301513672,237.09500696191495,232.25048432724498,233.3945743080784,111601600,233.59835815429688,237.44180755615236,0,0.0
2018-04-02,230.13211059570312,235.1911410946547,227.6294088870754,234.67270960191976,186286300,233.4946716308594,235.94644012451172,0,0.0
2018-04-03,233.0817108154297,233.56438183129856,229.56900055368567,231.3834562363407,119956900,232.71883239746094,235.07764434814453,0,0.0
2018-04-04,235.5754852294922,236.2905311934169,229.3544980561309,229.48856576470988,123715300,233.2479675292969,234.41710205078124,0,0.0
2018-04-05,237.43467712402344,238.32849832576616,236.25482659118103,237.35420921187924,82652600,234.28660278320314,233.98896484375,1,1.0
2018-04-06,232.14321899414062,236.96090057655272,230.6058455990567,235.4503680008432,179521200,233.6734405517578,233.63589935302736,1,0.0
2018-04-09,233.28733825683594,236.7196084659643,232.3398899464793,233.61804774364322,105442900,234.3044860839844,233.8995788574219,1,0.0
2018-04-10,236.99668884277344,237.79220281432418,235.05711208851858,236.21012181206305,103529000,235.0874816894531,233.90315704345704,1,0.0
2018-04-11,235.75424194335938,237.434629832301,235.4235325289459,235.4950262088517,91140200,235.12323303222655,234.18560028076172,1,0.0
2018-04-12,237.69386291503906,238.65025813651008,236.91624284277574,237.09501799198347,68890500,235.1750701904297,234.7308364868164,1,0.0
2018-04-13,236.99668884277344,239.13293463196453,235.97774684554128,239.01673351007432,85079200,236.14576416015626,234.90960235595702,1,0.0
2018-04-16,238.9452362060547,239.7228836502115,237.81903991621982,238.65028717895208,63405300,237.27734375,235.7909149169922,1,0.0
2018-04-17,241.50160217285156,242.10939416805164,240.21449719639025,240.73290159764588,64682000,238.17832641601564,236.63290405273438,1,0.0
2018-04-18,241.68028259277344,242.49363573012243,241.21547819742744,241.94841799220134,57303900,239.36353454589843,237.2433837890625,1,0.0
2018-04-19,240.33956909179688,241.2244432536205,239.2937864009783,241.01885458044958,77655900,239.89267578125,237.53387298583985,1,0.0
2018-04-20,238.30162048339844,240.49149299837487,237.40779942051077,240.26803773265294,99953100,240.153662109375,238.14971313476562,1,0.0
2018-04-23,238.26593017578125,239.44578073774375,237.17546719165088,238.88266900238622,65558000,240.0178009033203,238.64757232666017,1,0.0
2018-04-24,235.05712890625,239.5262352848042,233.53762182663735,239.30277996587648,112885500,238.72890625,238.4536163330078,1,0.0
2018-04-25,235.63809204101562,236.0850026499688,233.1532701463263,234.99453967303268,103840900,237.52046813964844,238.44200134277344,0,-1.0
2018-04-26,238.03353881835938,238.87373298935213,236.2280296834921,236.67494031583888,67731900,237.05926208496095,238.47596893310546,0,0.0
2018-04-27,238.2569580078125,238.95413739747028,237.309509793079,238.65024148682522,57053600,237.05032958984376,238.60199584960938,0,0.0
2018-04-30,236.42466735839844,239.44578754510434,236.3531463831958,238.88267579373777,82182300,236.68207702636718,238.34993896484374,0,0.0
