Price,Close,High,Low,Open,Volume,SMA_short,SMA_long,Signal,Position
Ticker,SPY,SPY,SPY,SPY,SPY,,,,
Date,,,,,,,,,
2018-05-01,236.8448028564453,236.95205705938773,234.27951254217297,235.85264692469957,74203400,237.03961181640625,237.88425903320314,0,0.0
2018-05-02,235.25372314453125,237.47038200296717,234.86043968050132,236.64808187072646,86368900,236.96273803710938,237.2416030883789,0,0.0
2018-05-03,234.7353057861328,235.39672470767096,231.54435773765962,234.4135432655759,136311500,236.30309143066407,236.6811767578125,0,0.0
2018-05-04,237.77432250976562,238.46258233956678,233.4214173243,233.7521268271737,91222100,236.2065643310547,236.62844696044922,0,0.0
2018-05-07,238.5787353515625,239.56191672054447,237.85471517963686,238.55192181017674,55304900,236.6373779296875,236.65972747802735,0,0.0
2018-05-08,238.5787353515625,238.94517799141667,236.99665457803698,238.2033184949068,67499200,236.98416442871093,237.0118881225586,0,0.0
2018-05-09,240.8848876953125,241.2155972769508,238.73077466565567,239.2581260630339,59666100,238.1103973388672,237.53656768798828,1,1.0
2018-05-10,243.13717651367188,243.46791319372545,241.52830963837948,241.6355637930987,72063900,239.790771484375,238.04693145751952,1,0.0
2018-05-11,243.87916564941406,244.1473011488374,242.74399505490726,243.26242672347695,59871500,241.0117401123047,238.6091522216797,1,0.0
2018-05-14,243.99533081054688,244.9785123482888,243.44113873135748,244.3170933624058,54790600,242.09505920410157,239.36621856689453,1,0.0
2018-05-15,242.31491088867188,242.77074111096397,241.35851574451505,242.75287450839073,87036100,242.84229431152343,239.9132293701172,1,0.0
2018-05-16,243.33383178710938,243.79863618647136,242.32380964511552,242.35065046254346,53942600,243.33208312988282,240.721240234375,1,0.0
2018-05-17,243.1283416748047,244.21880475697716,242.34177456277715,243.06576763697035,56536400,243.33031616210937,241.5605438232422,1,0.0
2018-05-18,242.52049255371094,243.14617830038242,242.16296953158073,242.77970833759005,64368000,243.05858154296874,242.03516082763673,1,0.0
2018-05-21,244.3438720703125,244.88911713067935,243.6288260944029,244.02210956432984,58025900,243.12828979492187,242.6116744995117,1,0.0
2018-05-22,243.6646270751953,245.13050719398123,243.33391753741785,244.87129136277872,52966400,243.39823303222656,243.120263671875,1,0.0
2018-05-23,244.3349151611328,244.3617559794584,242.21656358474692,242.37747210842838,64694200,243.59844970703125,243.46526641845702,1,0.0
2018-05-24,243.83444213867188,244.20985909037677,242.0289329146439,243.93277666681954,76043800,243.7396697998047,243.53499298095704,1,0.0
2018-05-25,243.25347900390625,243.88808453535626,242.7439942793662,243.25347900390625,56374800,243.88626708984376,243.47242431640626,1,0.0
2018-05-29,240.4558563232422,242.3775944197113,239.32965975268465,241.60889372567004,115908600,243.1086639404297,243.11847686767578,0,-1.0
2018-05-30,243.6646270751953,244.11153775376226,241.70718339815403,241.77867710472898,69678400,243.1086639404297,243.25344848632812,0,0.0
2018-05-31,242.17193603515625,243.55734808679773,241.56414412071095,243.2534521295751,93519900,242.6760681152344,243.13725891113282,0,0.0
2018-06-01,244.54945373535156,244.8533496302651,243.41428350263268,243.48580446452686,71258400,242.8190704345703,243.2793701171875,0,0.0
2018-06-04,245.71142578125,245.9706415493243,245.13939443617093,245.38071632401198,45385200,243.31065979003907,243.5984634399414,0,0.0
2018-06-05,245.89015197753906,246.27448844446482,245.0678246909237,245.84544456311102,51135000,244.39751892089845,243.75309143066406,1,1.0
2018-06-06,247.946044921875,248.05329912292478,245.88131971987576,246.5070055956844,62732200,245.25380249023436,244.18123321533204,1,0.0
2018-06-07,247.9191131591797,248.73249349899058,246.9984786694598,248.4375445867408,72969400,246.40323791503906,244.5396530151367,1,0.0
2018-06-08,248.65216064453125,248.70578774272605,247.2846150860391,247.45444332274346,72139700,247.223779296875,245.02142486572265,1,0.0
2018-06-11,248.98284912109375,249.7068421627629,248.75939380509067,248.87559493377393,58892500,247.87806396484376,245.5943618774414,1,0.0
2018-06-12,249.30455017089844,249.67099275464653,248.65205106074225,249.40285738184292,72329000,248.56094360351562,246.47923126220704,1,0.0
2018-06-13,248.50906372070312,249.80511514513583,248.3034750608145,249.54589940479858,79070600,248.67354736328124,246.96367492675782,1,0.0
2018-06-14,249.134765625,249.67103646449203,248.53589348456015,249.38503444251472,77097600,248.91667785644532,247.6599578857422,1,0.0
2018-06-15,248.81692504882812,249.15810660542257,247.2187804414169,248.34107377245678,120041600,248.9496307373047,248.08670501708986,1,0.0
2018-06-18,248.30528259277344,248.43099266347895,246.85978117818345,247.34459242296614,52917600,248.81411743164062,248.3460906982422,1,0.0
2018-06-19,247.353515625,247.57797435061252,245.58477977118346,246.00676327132487,97531500,248.42391052246094,248.49242706298827,0,-1.0
2018-06-20,247.77542114257812,248.44879710748353,247.43423960306797,248.04476056864502,53785500,248.27718200683594,248.4753646850586,0,0.0
2018-06-21,246.22222900390625,247.78448032871412,245.7194436625129,247.76650609525615,71061400,247.69467468261718,248.30567626953126,0,0.0
2018-06-22,246.67117309570312,247.61391626248277,246.44671435119594,247.49719333137918,54898500,247.2655242919922,248.10757751464843,0,0.0
2018-06-25,243.3132781982422,245.66560144852366,241.6073972258796,245.5039977289812,137854200,246.26712341308593,247.54062042236328,0,0.0
2018-06-26,243.8519287109375,244.71384241714557,243.12468474011462,243.8878497736211,68547400,245.56680603027343,246.9953582763672,0,0.0
2018-06-27,241.83177185058594,245.88997466162047,241.679127902059,244.44447400671342,105110700,244.378076171875,246.32762908935547,0,0.0
2018-06-28,243.21449279785156,243.98661760786092,241.05966726348765,241.77795157485724,76650500,243.77652893066406,245.73560180664063,0,0.0
2018-06-29,243.5646514892578,245.70150294322943,243.44792856786069,244.31882952011603,97592500,243.155224609375,245.2103744506836,0,0.0
2018-07-02,244.08535766601562,244.2469887552047,241.73303485383371,241.97546778774537,63554800,243.30964050292968,244.78838195800782,0,0.0
2018-07-03,243.2234344482422,245.09094611934304,242.79249129317495,244.99217004647826,42187100,243.18394165039064,244.37537384033203,0,0.0
2018-07-05,245.20762634277344,245.2704813488846,243.2772871816851,244.36368691677973,56925900,243.85911254882814,244.11859436035155,0,0.0
2018-07-06,247.28167724609375,247.6587525252124,244.84852516526996,245.23461496021702,66493700,244.67254943847655,244.22453918457032,1,1.0
2018-07-09,249.50828552246094,249.56215341849924,248.2513222819945,248.29620306211186,50550400,245.86127624511718,244.50825042724608,1,0.0
2018-07-10,250.40611267089844,250.5048887437794,249.66988158121438,249.9661824001144,51966800,247.12542724609375,245.21753387451173,1,0.0
2018-07-11,248.57452392578125,249.63398978950374,248.26926338868938,248.8349036837908,77054700,248.19564514160157,245.6897933959961,1,0.0
2018-07-12,250.82810974121094,250.88197763853057,249.23895197079327,249.84947307357862,60124700,249.31974182128906,246.58942718505858,1,0.0
2018-07-13,251.02566528320312,251.33092587203228,250.19068537260446,250.64858995572203,48216000,250.06853942871095,247.37054443359375,1,0.0
2018-07-16,250.80117797851562,251.21417432814718,250.35226056377644,251.07054486720585,48201000,250.32711791992188,248.09419708251954,1,0.0
2018-07-17,251.81568908691406,252.21073853070627,249.96615187267756,250.0200197604911,52315500,250.609033203125,248.8672302246094,1,0.0
2018-07-18,252.345458984375,252.45319478166238,251.44762414065352,251.89654156251427,44593500,251.36322021484375,249.77943267822266,1,0.0
2018-07-19,251.393798828125,252.05818795710803,250.90896025845515,251.67212548484758,61412100,251.47635803222656,250.3980499267578,1,0.0
2018-07-20,251.10646057128906,251.82474493775976,250.9448568637383,251.18726242506446,82337700,251.49251708984374,250.78052825927733,1,0.0
2018-07-23,251.5732879638672,251.7797724041611,250.5497432781429,250.89991195475594,47047600,251.64693908691407,250.98702850341797,1,0.0
2018-07-24,252.8392333984375,253.69218737961495,251.95937287021488,253.00086447890538,68026900,251.85164794921874,251.23034057617187,1,0.0
2018-07-25,254.9940948486328,255.31730225585133,252.54299574490744,252.5878765293279,78882900,252.38137512207032,251.87229766845704,1,0.0
2018-07-26,254.39251708984375,255.08384004407264,254.16805838265645,254.26683446168602,57919500,252.98111877441406,252.2287384033203,1,0.0
2018-07-27,252.66867065429688,254.82346860209404,251.73491483034587,254.72469253045628,76768700,253.29356079101564,252.39303894042968,1,0.0
2018-07-30,251.348876953125,252.91110082256398,250.81913028040623,252.74949712567275,63742500,253.2486785888672,252.44780883789062,1,0.0
2018-07-31,252.58787536621094,253.20738362693996,251.7349486679255,252.12101109135196,68570500,253.1984069824219,252.5250274658203,1,0.0
2018-08-01,252.16586303710938,253.3061307429941,251.5104611838615,252.794358342703,53853300,252.63276062011718,252.50706787109374,1,0.0
2018-08-02,253.53955078125,253.7101141642662,250.63953487413065,250.84604671634642,63426400,252.46216735839843,252.72164306640624,0,-1.0
2018-08-03,254.62594604492188,254.67981393909866,253.48567835211364,253.6652562658647,53935400,252.85362243652344,253.07359161376954,0,0.0
2018-08-06,255.55966186523438,255.87388206548889,254.26677780792633,254.6618272365337,39400900,253.6957794189453,253.47222900390625,1,1.0
2018-08-07,256.4035949707031,256.78968467545286,256.0983344923398,256.2330316031588,43196600,254.45892333984375,253.82866516113282,1,0.0
2018-08-08,256.2960510253906,256.70008786077136,255.82918654430742,256.2332233796882,42114600,255.2849609375,253.9588607788086,1,0.0
2018-08-09,255.94583129882812,256.7538773228968,255.81116152810833,256.3588277289521,35717000,255.76621704101564,254.11419219970702,1,0.0
2018-08-10,254.23086547851562,255.0389111921385,253.51258131105357,254.49124520170432,77076000,255.68720092773438,254.2704116821289,1,0.0
2018-08-13,253.2790985107422,255.12863524695726,252.98279780460857,254.5091272974769,65732900,255.23108825683593,254.46343383789062,1,0.0
2018-08-14,254.895263671875,255.13769657463732,253.62035375262434,254.01540320922774,43842000,254.9294219970703,254.69417266845704,1,0.0
2018-08-15,252.991943359375,253.6743067223196,251.53745505394002,253.53064983539707,102925400,254.2686004638672,254.7767807006836,0,-1.0
2018-08-16,255.03887939453125,255.91876711506782,254.41038425132857,254.44630530515798,69967900,254.08721008300782,254.9267135620117,0,0.0
2018-08-17,255.93682861328125,256.38574608820807,254.41948535604885,254.83248176105198,65618500,254.42840270996095,255.05780181884765,0,0.0
2018-08-20,256.4844970703125,256.7538365690005,255.93680355665282,256.394708104168,39807500,255.069482421875,255.15028533935546,0,0.0
2018-08-21,257.0860290527344,257.9569299579387,256.5203887102131,257.00522720376637,67272000,255.50763549804688,255.2185287475586,1,1.0
2018-08-22,256.93341064453125,257.4631299171632,256.40366397215416,256.6730308665443,44993300,256.2959289550781,255.28226470947266,1,0.0
2018-08-23,256.5921936035156,257.6246980568097,256.26895885480906,256.7537972779983,49204900,256.606591796875,255.3469009399414,1,0.0
2018-08-24,258.1365051269531,258.2801619901632,257.1219473678567,257.17581526659234,57487400,257.04652709960936,255.73746490478516,1,0.0
2018-08-27,260.1744689941406,260.2822047454957,259.186845607164,259.34844923419655,57072400,257.784521484375,256.427001953125,1,0.0
2018-08-28,260.3003234863281,260.7492409660302,259.83343177159895,260.64147775511293,46943500,258.42738037109376,256.96750793457034,1,0.0
2018-08-29,261.7008972167969,261.93431563283644,260.27334317359043,260.51574870554276,61485500,259.38087768554686,257.8384033203125,1,0.0
2018-08-30,260.6414489746094,261.5931517345091,260.0399149620903,261.21607643705585,61229500,260.19072875976565,258.39866027832034,1,0.0
2018-08-31,260.6504211425781,261.099338546964,259.73463950153865,260.2284376864656,66140800,260.6935119628906,258.87001953125,1,0.0
2018-09-04,260.2015686035156,260.5606971366023,259.1870106327265,260.22850255850335,57594400,260.6989318847656,259.2417266845703,1,0.0
2018-09-05,259.50115966796875,260.0488530773949,258.47764236799816,259.84234123453905,72452400,260.5390991210937,259.4832397460938,1,0.0
2018-09-06,258.7200622558594,259.9141704055091,257.678570668325,259.60890988153653,65909900,259.94293212890625,259.6619049072266,1,0.0
2018-09-07,258.2172546386719,259.20487824822544,257.4181686364796,257.6606015313979,73524800,259.4580932617188,259.8244110107422,0,-1.0
2018-09-10,258.66619873046875,259.51016559324125,258.4686739881232,259.240798726547,50210900,259.0612487792969,259.87738037109375,0,0.0
2018-09-11,259.5191650390625,259.9680824858692,257.66066763309004,258.0108089937311,50530500,258.9247680664063,259.8118499755859,0,0.0
2018-09-12,259.5820007324219,260.1925218386883,258.78294198446173,259.5281328347951,59810800,258.94093627929686,259.7400177001953,0,0.0
2018-09-13,261.1173400878906,261.305905165056,260.37214909636674,260.65946287130953,51034200,259.42039184570314,259.68166198730466,0,0.0
2018-09-14,261.16217041015625,261.512311706674,260.3720714645122,261.32377408547217,55079900,260.009375,259.7337341308594,1,1.0
2018-09-17,259.7795104980469,261.14420949207386,259.5011839097897,261.10831582889045,68244000,260.23203735351564,259.6466430664062,1,0.0
2018-09-18,261.189208984375,261.79074315004095,259.9681390156722,259.9950729723475,61930400,260.5660461425781,259.7454071044922,1,0.0
2018-09-19,261.4674072265625,261.8893906070153,261.1172385620481,261.242948564614,49080600,260.94312744140626,259.94203186035156,1,0.0
2018-09-20,263.58636474609375,263.9095995663744,261.4854343133855,262.7424251258967,100360600,261.4369323730469,260.428662109375,1,0.0
2018-09-21,263.34552001953125,264.4548658658197,263.18318478069216,264.33761457428795,105479700,261.87360229492185,260.9414886474609,1,0.0
2018-09-24,262.47064208984375,262.9035635266795,261.88441323338975,262.7592563810676,53409600,262.4118286132813,261.3219329833984,1,0.0
2018-09-25,262.2271728515625,263.038876566296,261.9836699942756,262.93065307416845,44370000,262.6194213867187,261.5927337646484,1,0.0
2018-09-26,261.4425048828125,263.57097346086664,261.01861122209493,262.3714598170946,79739700,262.61444091796875,261.7787841796875,1,0.0
2018-09-27,262.17303466796875,263.27335259993765,261.64091753614906,261.9205040372107,59249500,262.33177490234374,261.8843536376953,1,0.0
2018-09-28,262.2000732421875,262.7051344703871,261.50562093435616,261.54167707653284,70091400,262.102685546875,261.98814392089844,1,0.0
2018-10-01,263.1111145019531,264.1933772373724,262.4346899708969,263.4538131443759,62078900,262.23078002929685,262.32130432128906,0,-1.0
2018-10-02,262.9577331542969,263.67924151741823,262.5789508969811,262.9577331542969,47258200,262.37689208984375,262.49815673828124,0,0.0
2018-10-03,263.10198974609375,264.4458105116426,262.74123563389384,264.0219168607697,64694600,262.7087890625,262.6616149902344,1,1.0
2018-10-04,261.04571533203125,262.6691229365125,259.44033580358905,262.6150111846151,111545900,262.4833251953125,262.4075500488281,1,0.0
2018-10-05,259.5846252441406,261.79426169236467,258.1415810700031,261.2711722851762,105951700,261.9602355957031,262.0314605712891,0,-1.0
2018-10-08,259.5846252441406,259.94537940673047,257.4922125678301,258.89014526928247,87742200,261.25493774414065,261.74285888671875,0,0.0
2018-10-09,259.2057800292969,260.5225449283453,258.63757922714063,259.19677975501355,74339000,260.5045471191406,261.4407196044922,0,0.0
2018-10-10,250.99853515625,258.763901543668,250.61975290736862,258.69173419469496,214731000,258.0838562011719,260.3963226318359,0,0.0
2018-10-11,245.46986389160156,251.53962656990572,243.8374013734048,249.89816377783984,274840500,254.96868591308595,258.7260055541992,0,0.0
2018-10-12,248.87901306152344,249.90716349762928,245.6501995784668,249.61854924323214,183186500,252.8275634765625,257.39389953613284,0,0.0
2018-10-15,247.48106384277344,249.8620902578188,247.39086844394208,248.51824211990566,102263700,250.40685119628907,255.83089447021484,0,0.0
2018-10-16,252.89247131347656,253.2712809997699,248.98726079689334,249.46526616068442,118255800,249.144189453125,254.82436828613282,0,0.0
2018-10-17,252.9376678466797,253.56898083779825,250.33116567730593,252.92864004613529,110626000,249.53201599121093,253.8079360961914,0,0.0
2018-10-18,249.28492736816406,252.5949094628655,247.99521814894953,251.9906249029642,134557500,250.29502868652344,252.6318572998047,0,0.0
2018-10-19,249.14964294433594,251.9004243727622,248.44616270050307,249.9433186089224,139901600,250.34915466308593,251.5883590698242,0,0.0
2018-10-22,248.0313262939453,250.15076755295698,247.49018122883922,249.82609702816214,82415800,250.4592071533203,250.4330291748047,1,1.0
2018-10-23,246.76858520507812,247.90498681267422,242.2590899670296,244.369557959358,146352700,249.23442993164062,249.1893096923828,1,0.0
2018-10-24,239.2918701171875,246.9039005417524,238.73269709231258,246.5160630199217,177806700,246.5052703857422,248.01864318847657,0,-1.0
2018-10-25,243.58486938476562,245.14516456060306,240.11258025983932,241.149758603276,138061500,245.3652587890625,247.83014373779298,0,0.0
2018-10-26,239.30084228515625,244.4146215701653,236.5590892256181,239.83298689990028,201574600,243.39549865722657,246.87232666015626,0,0.0
2018-10-29,237.97511291503906,243.73826209229898,234.35851579035773,242.4304972251226,160749100,241.3842559814453,245.9217315673828,0,0.0
2018-10-30,241.5015411376953,241.8172113654082,237.30771532316567,237.80377640208008,157116000,240.33084716796876,244.7826385498047,0,0.0
2018-10-31,244.08096313476562,246.42590635041964,243.6209857761731,244.0989912085975,128296300,241.28866577148438,243.89696807861327,0,0.0
2018-11-01,246.6783905029297,246.8768093727847,243.85544238699006,244.95576020640934,99495000,241.9073699951172,243.63631439208984,0,0.0
2018-11-02,245.21734619140625,248.22968571893756,243.14296185981092,247.79676426589228,122634100,243.09067077636718,243.2430847167969,0,0.0
2018-11-05,246.57025146484375,247.12942460124552,244.73036927105312,245.71343615985322,65622500,244.80969848632813,243.09697723388672,1,1.0
2018-11-06,248.13043212890625,248.29276733250575,246.44388551382275,246.50702504536858,60085900,246.1354766845703,243.23316192626953,1,0.0
