Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2018-06-28,243.21449279785156,243.98661760786092,241.05966726348765,241.77795157485724,76650500
2018-06-29,243.5646514892578,245.70150294322943,243.44792856786069,244.31882952011603,97592500
2018-07-02,244.08535766601562,244.2469887552047,241.73303485383371,241.97546778774537,63554800
2018-07-03,243.2234344482422,245.09094611934304,242.79249129317495,244.99217004647826,42187100
2018-07-05,245.20762634277344,245.2704813488846,243.2772871816851,244.36368691677973,56925900
2018-07-06,247.28167724609375,247.6587525252124,244.84852516526996,245.23461496021702,66493700
2018-07-09,249.50828552246094,249.56215341849924,248.2513222819945,248.29620306211186,50550400
2018-07-10,250.40611267089844,250.5048887437794,249.66988158121438,249.9661824001144,51966800
2018-07-11,248.57452392578125,249.63398978950374,248.26926338868938,248.8349036837908,77054700
2018-07-12,250.82810974121094,250.88197763853057,249.23895197079327,249.84947307357862,60124700
2018-07-13,251.02566528320312,251.33092587203228,250.19068537260446,250.64858995572203,48216000
2018-07-16,250.80117797851562,251.21417432814718,250.35226056377644,251.07054486720585,48201000
2018-07-17,251.81568908691406,252.21073853070627,249.96615187267756,250.0200197604911,52315500
2018-07-18,252.345458984375,252.45319478166238,251.44762414065352,251.89654156251427,44593500
2018-07-19,251.393798828125,252.05818795710803,250.90896025845515,251.67212548484758,61412100
2018-07-20,251.10646057128906,251.82474493775976,250.9448568637383,251.18726242506446,82337700
2018-07-23,251.5732879638672,251.7797724041611,250.5497432781429,250.89991195475594,47047600
2018-07-24,252.8392333984375,253.69218737961495,251.95937287021488,253.00086447890538,68026900
2018-07-25,254.9940948486328,255.31730225585133,252.54299574490744,252.5878765293279,78882900
2018-07-26,254.39251708984375,255.08384004407264,254.16805838265645,254.26683446168602,57919500
2018-07-27,252.66867065429688,254.82346860209404,251.73491483034587,254.72469253045628,76768700
2018-07-30,251.348876953125,252.91110082256398,250.81913028040623,252.74949712567275,63742500
2018-07-31,252.58787536621094,253.20738362693996,251.7349486679255,252.12101109135196,68570500
2018-08-01,252.16586303710938,253.3061307429941,251.5104611838615,252.794358342703,53853300
2018-08-02,253.53955078125,253.7101141642662,250.63953487413065,250.84604671634642,63426400
2018-08-03,254.62594604492188,254.67981393909866,253.48567835211364,253.6652562658647,53935400
2018-08-06,255.55966186523438,255.87388206548889,254.26677780792633,254.6618272365337,39400900
2018-08-07,256.4035949707031,256.78968467545286,256.0983344923398,256.2330316031588,43196600
2018-08-08,256.2960510253906,256.70008786077136,255.82918654430742,256.2332233796882,42114600
2018-08-09,255.94583129882812,256.7538773228968,255.81116152810833,256.3588277289521,35717000
2018-08-10,254.23086547851562,255.0389111921385,253.51258131105357,254.49124520170432,77076000
2018-08-13,253.2790985107422,255.12863524695726,252.98279780460857,254.5091272974769,65732900
2018-08-14,254.895263671875,255.13769657463732,253.62035375262434,254.01540320922774,43842000
2018-08-15,252.991943359375,253.6743067223196,251.53745505394002,253.53064983539707,102925400
2018-08-16,255.03887939453125,255.91876711506782,254.41038425132857,254.44630530515798,69967900
2018-08-17,255.93682861328125,256.38574608820807,254.41948535604885,254.83248176105198,65618500
2018-08-20,256.4844970703125,256.7538365690005,255.93680355665282,256.394708104168,39807500
2018-08-21,257.0860290527344,257.9569299579387,256.5203887102131,257.00522720376637,67272000
2018-08-22,256.93341064453125,257.4631299171632,256.40366397215416,256.6730308665443,44993300
2018-08-23,256.5921936035156,257.6246980568097,256.26895885480906,256.7537972779983,49204900
2018-08-24,258.1365051269531,258.2801619901632,257.1219473678567,257.17581526659234,57487400
2018-08-27,260.1744689941406,260.2822047454957,259.186845607164,259.34844923419655,57072400
2018-08-28,260.3003234863281,260.7492409660302,259.83343177159895,260.64147775511293,46943500
2018-08-29,261.7008972167969,261.93431563283644,260.27334317359043,260.51574870554276,61485500
2018-08-30,260.6414489746094,261.5931517345091,260.0399149620903,261.21607643705585,61229500
2018-08-31,260.6504211425781,261.099338546964,259.73463950153865,260.2284376864656,66140800
2018-09-04,260.2015686035156,260.5606971366023,259.1870106327265,260.22850255850335,57594400
2018-09-05,259.50115966796875,260.0488530773949,258.47764236799816,259.84234123453905,72452400
2018-09-06,258.7200622558594,259.9141704055091,257.678570668325,259.60890988153653,65909900
2018-09-07,258.2172546386719,259.20487824822544,257.4181686364796,257.6606015313979,73524800
2018-09-10,258.66619873046875,259.51016559324125,258.4686739881232,259.240798726547,50210900
2018-09-11,259.5191650390625,259.9680824858692,257.66066763309004,258.0108089937311,50530500
2018-09-12,259.5820007324219,260.1925218386883,258.78294198446173,259.5281328347951,59810800
2018-09-13,261.1173400878906,261.305905165056,260.37214909636674,260.65946287130953,51034200
2018-09-14,261.16217041015625,261.512311706674,260.3720714645122,261.32377408547217,55079900
2018-09-17,259.7795104980469,261.14420949207386,259.5011839097897,261.10831582889045,68244000
2018-09-18,261.189208984375,261.79074315004095,259.9681390156722,259.9950729723475,61930400
2018-09-19,261.4674072265625,261.8893906070153,261.1172385620481,261.242948564614,49080600
2018-09-20,263.58636474609375,263.9095995663744,261.4854343133855,262.7424251258967,100360600
2018-09-21,263.34552001953125,264.4548658658197,263.18318478069216,264.33761457428795,105479700
2018-09-24,262.47064208984375,262.9035635266795,261.88441323338975,262.7592563810676,53409600
2018-09-25,262.2271728515625,263.038876566296,261.9836699942756,262.93065307416845,44370000
2018-09-26,261.4425048828125,263.57097346086664,261.01861122209493,262.3714598170946,79739700
2018-09-27,262.17303466796875,263.27335259993765,261.64091753614906,261.9205040372107,59249500
2018-09-28,262.2000732421875,262.7051344703871,261.50562093435616,261.54167707653284,70091400
2018-10-01,263.1111145019531,264.1933772373724,262.4346899708969,263.4538131443759,62078900
2018-10-02,262.9577331542969,263.67924151741823,262.5789508969811,262.9577331542969,47258200
2018-10-03,263.10198974609375,264.4458105116426,262.74123563389384,264.0219168607697,64694600
2018-10-04,261.04571533203125,262.6691229365125,259.44033580358905,262.6150111846151,111545900
2018-10-05,259.5846252441406,261.79426169236467,258.1415810700031,261.2711722851762,105951700
2018-10-08,259.5846252441406,259.94537940673047,257.4922125678301,258.89014526928247,87742200
2018-10-09,259.2057800292969,260.5225449283453,258.63757922714063,259.19677975501355,74339000
2018-10-10,250.99853515625,258.763901543668,250.61975290736862,258.69173419469496,214731000
2018-10-11,245.46986389160156,251.53962656990572,243.8374013734048,249.89816377783984,274840500
2018-10-12,248.87901306152344,249.90716349762928,245.6501995784668,249.61854924323214,183186500
2018-10-15,247.48106384277344,249.8620902578188,247.39086844394208,248.51824211990566,102263700
2018-10-16,252.89247131347656,253.2712809997699,248.98726079689334,249.46526616068442,118255800
2018-10-17,252.9376678466797,253.56898083779825,250.33116567730593,252.92864004613529,110626000
2018-10-18,249.28492736816406,252.5949094628655,247.99521814894953,251.9906249029642,134557500
2018-10-19,249.14964294433594,251.9004243727622,248.44616270050307,249.9433186089224,139901600
2018-10-22,248.0313262939453,250.15076755295698,247.49018122883922,249.82609702816214,82415800
2018-10-23,246.76858520507812,247.90498681267422,242.2590899670296,244.369557959358,146352700
2018-10-24,239.2918701171875,246.9039005417524,238.73269709231258,246.5160630199217,177806700
2018-10-25,243.58486938476562,245.14516456060306,240.11258025983932,241.149758603276,138061500
2018-10-26,239.30084228515625,244.4146215701653,236.5590892256181,239.83298689990028,201574600
2018-10-29,237.97511291503906,243.73826209229898,234.35851579035773,242.4304972251226,160749100
2018-10-30,241.5015411376953,241.8172113654082,237.30771532316567,237.80377640208008,157116000
2018-10-31,244.08096313476562,246.42590635041964,243.6209857761731,244.0989912085975,128296300
2018-11-01,246.6783905029297,246.8768093727847,243.85544238699006,244.95576020640934,99495000
2018-11-02,245.21734619140625,248.22968571893756,243.14296185981092,247.79676426589228,122634100
2018-11-05,246.57025146484375,247.12942460124552,244.73036927105312,245.71343615985322,65622500
2018-11-06,248.13043212890625,248.29276733250575,246.44388551382275,246.50702504536858,60085900
2018-11-07,253.4426727294922,253.52384034494435,249.89818837875808,250.33110985161233,102752100
2018-11-08,252.98265075683594,253.632019089676,251.8282212233171,252.6308969614858,65584900
2018-11-09,250.51148986816406,251.84628285191715,249.08647395054544,251.65689175736907,98812600
2018-11-12,245.8306427001953,250.24091495826156,245.3075258122694,249.99741211139843,99673600
2018-11-13,245.3707275390625,248.31992841581618,244.6401912895567,246.29968274051944,98176600
2018-11-14,243.69317626953125,247.67052754378182,242.11485266033424,247.26468941568453,125335900
2018-11-15,246.23646545410156,246.7054705690922,240.8160709517142,242.41242234046666,135101400
2018-11-16,246.8768310546875,247.79675815547765,244.60402788696325,245.12714473696528,126668000
2018-11-19,242.70101928710938,246.56114579295328,241.77206444530358,246.26350371836918,103061700
2018-11-20,238.2095947265625,240.80706863474163,237.33475146615189,239.32794084444848,136021300
2018-11-21,239.0212860107422,240.94233546891246,239.0122857360442,239.77887794059686,75563700
2018-11-23,237.42495727539062,238.8409455826069,237.26262202996898,237.36181772757828,42807900
2018-11-26,241.25802612304688,241.48350091381607,239.30992062794758,239.70675846160364,79981400
2018-11-27,242.06973266601562,242.06973266601562,239.59853773820032,240.211822570482,75502400
2018-11-28,247.64341735839844,247.64341735839844,242.00654856176223,243.15197791645372,127629600
2018-11-29,247.10232543945312,248.5182861090301,245.70436531954869,246.85879506712507,82346400
2018-11-30,248.6084747314453,249.17667555298496,246.624313279015,246.94898373488024,98204200
2018-12-03,251.900390625,252.89248507281954,250.2860111620396,252.78426159192549,103176300
2018-12-04,243.73818969726562,251.49452612300598,243.42251956200607,251.06160472118393,177986000
2018-12-06,243.36846923828125,243.4857205344307,236.69442087109653,239.8330398978125,204185400
2018-12-07,237.71356201171875,244.61308490115076,236.86577462151118,243.02573361331065,161018900
2018-12-10,238.16452026367188,239.14758705544182,233.24915878104392,237.5331798355951,151445900
2018-12-11,238.2186279296875,241.59172195775344,236.7304998304689,241.40233084208725,121504400
2018-12-12,239.4181365966797,242.6108672402537,239.336968977408,241.23096266507991,97976700
2018-12-13,239.33692932128906,241.24895076628974,238.20955558968276,240.3741076496123,96662700
2018-12-14,234.9176483154297,238.12840675422927,234.35847530428003,237.1633681582001,116961100
2018-12-17,230.3089141845703,235.07995352848047,228.65843747068163,233.95257985193513,165492300
2018-12-18,230.05641174316406,232.6448713794476,228.4329906978388,231.96844709071937,134515100
2018-12-19,226.61117553710938,233.95263406965503,224.88855861917065,230.13760451743357,214992800
2018-12-20,222.92242431640625,226.9358730167,220.64963447190127,225.34853537396856,252053400
2018-12-21,218.35479736328125,226.52836978354713,217.70163690361682,223.83408634799403,255345600
2018-12-24,212.58522033691406,218.481797761954,212.52172593184568,216.8488966296466,147311600
2018-12-26,223.3260955810547,223.3260955810547,212.0590967155239,214.0639394537633,218485400
2018-12-27,225.0406494140625,225.24021317537773,216.77636758640654,220.05123700936304,186267300
2018-12-28,224.75035095214844,228.06150093886112,223.57103251775314,226.41046620451016,153100200
2018-12-31,226.7188720703125,226.96381070889686,224.49631865821746,226.3922918329505,144299400
2019-01-02,226.95472717285156,227.88912065690985,223.11741981658312,223.14463368248033,126925200
2019-01-03,221.5389862060547,225.4942300065546,221.04910887795336,225.18578308646187,144140700
2019-01-04,228.9595947265625,229.61275526419664,224.22418774984152,224.6051957564193,142628800
2019-01-07,230.76487731933594,232.18912065378402,228.3245987146327,229.2317646588493,103139100
2019-01-08,232.93296813964844,233.42284545620169,230.42012867134727,232.978343043397,102512600
2019-01-09,234.0216064453125,234.87434467208098,232.40685212569932,233.64966507538085,95006600
2019-01-10,234.8470916748047,235.10109699676894,231.7808667767695,232.47032165831695,96823900
2019-01-11,234.93789672851562,234.96511060531478,233.16891168302868,233.7585641366865,73858100
2019-01-14,233.50450134277344,234.3209451306262,232.60641594458608,233.01462399625908,70908200
2019-01-15,236.1805877685547,236.4981012900179,233.87637921463485,233.8854597303764,85208300
2019-01-16,236.75218200683594,237.6502674474332,236.40745451280642,236.61608496534467,77636700
2019-01-17,238.54837036132812,239.41926967882884,235.8268722842861,235.87224719627616,96118400
2019-01-18,241.723388671875,242.19513260079614,238.58460278987434,240.380801020645,127900300
2019-01-22,238.45762634277344,240.45340248995748,236.82473872017377,240.23569152281286,115531200
2019-01-23,238.95660400390625,240.20849753764116,236.46189745565502,239.50090915133575,86030300
2019-01-24,239.08355712890625,239.67323709981474,237.75002217497703,238.77512405116485,59204100
2019-01-25,241.10655212402344,241.94115693434642,239.18336484291694,240.95232173962998,96883400
2019-01-28,239.27406311035156,239.33754367688348,237.48694535573497,238.93841618988355,85613700
2019-01-29,238.95660400390625,239.99075886796348,238.1129462518709,239.4192675318978,66136300
2019-01-30,242.73944091796875,243.59217908426973,239.7185906325241,240.4896871894354,92473700
2019-01-31,244.8712921142578,245.3611694666667,242.4582274254748,242.67596607349378,104012100
2019-02-01,244.98922729492188,246.0234097371586,244.19091685203884,245.07086890596577,85782500
2019-02-04,246.71279907226562,246.7763073214796,244.35416249498337,245.03453683355502,60744800
2019-02-05,247.74696350097656,248.05539652342742,246.6402202159467,247.1482308040423,79552800
2019-02-06,247.42042541503906,247.96473050669755,246.67657039709636,247.465800321973,58347800
2019-02-07,245.0618438720703,246.34092360803095,243.38358118487776,245.7875656200135,95482000
2019-02-08,245.36111450195312,245.46088944304262,242.96618370179561,243.80078834913863,75788900
2019-02-11,245.49720764160156,246.28643746861,244.96198313460164,246.0233793159429,68021400
2019-02-12,248.65414428710938,249.03513840901638,247.057523665207,247.1301124304766,72270200
2019-02-13,249.46156311035156,250.31430134333556,249.07148838459528,249.49785750108728,65277200
2019-02-14,248.90811157226562,250.05114913237603,247.53828260321256,248.36380665390362,83234400
2019-02-15,251.62054443359375,251.65683881305966,250.4956678306506,250.7042982224546,97088700
2019-02-19,252.05601501464844,252.71822830941113,250.80412182112124,250.81320233787218,59120800
2019-02-20,252.56399536132812,253.02665870813757,251.51167987092757,252.0196904270521,76610800
2019-02-21,251.6659698486328,252.28283600088335,250.6952957156911,251.91997518688336,64214700
2019-02-22,253.22628784179688,253.4258377510295,251.64780044241874,252.29188044218253,78114600
2019-02-25,253.57101440429688,255.19484919382242,253.48937279157315,254.66870512810027,69030700
2019-02-26,253.38958740234375,254.27859227176825,253.0085655408001,253.21722366551523,56844100
2019-02-27,253.2807159423828,253.63449622730982,251.72038957578357,252.66382212525872,56921600
2019-02-28,252.80899047851562,253.50752595095813,252.48242403776848,253.0629958272656,69268300
2019-03-01,254.38748168945312,254.8047702646359,252.93601066787434,254.40561504158904,78880500
2019-03-04,253.46217346191406,255.70287457690745,251.13983072951314,255.4579497246848,106494600
2019-03-05,253.11737060546875,253.78869206738264,252.56401280181765,253.58911450051647,59114600
2019-03-06,251.58432006835938,253.24444925580246,251.25775361578494,253.23536873728395,75039800
2019-03-07,249.47976684570312,251.27593806915706,248.62702846677547,251.13078816588072,94885100
2019-03-08,248.9806671142578,249.15303079598738,247.13006919121003,247.6017853449187,85795800
2019-03-11,252.59127807617188,252.75456129561337,249.67928325810547,249.7064971280124,65098900
2019-03-12,253.5437774658203,254.0699491681786,252.96320571110311,253.15370279012697,79667500
2019-03-13,255.2220001220703,256.1654602217151,254.27854002242555,254.44185089210495,80639200
2019-03-14,255.05873107910156,255.67559715809153,254.61422871107973,255.2492281390392,67518400
2019-03-15,256.3188781738281,257.13891808677903,255.42592975822362,255.61729372285447,81309000
2019-03-18,257.2482604980469,257.548959418936,256.3097650958895,256.5375555120097,62199800
2019-03-19,257.31201171875,259.0978805401303,256.4099706978769,258.3234154811488,90268100
2019-03-20,256.5375061035156,258.31428212962953,255.41679526817657,257.0933290711514,84609200
2019-03-21,259.4350280761719,259.84503407389803,255.6628060584348,255.70838081803285,79550400
2019-03-22,254.44192504882812,258.58769999239706,254.37813705118538,258.05923839902295,122659300
2019-03-25,254.2505645751953,255.2983949525088,252.9749437764464,254.09565485378212,85575200
2019-03-26,256.145751953125,257.11158105255026,254.72434204052,256.0272964926669,68125900
2019-03-27,254.8063507080078,256.72891625524943,253.23915155254167,256.13663893562364,72224700
2019-03-28,255.77223205566406,256.22781297519214,254.2779410989672,255.44422714070106,56238500
2019-03-29,257.38494873046875,257.71295357205776,256.1639954760323,257.3029475200715,82186800
2019-04-01,260.43731689453125,260.7380158045335,259.13436243504475,259.4077276083601,77617900
2019-04-02,260.56494140625,260.8018523726309,259.76311457214695,260.6287294058835,40070400
2019-04-03,260.9749755859375,262.19592906394746,260.36448494370677,261.79501564651713,68243200
2019-04-04,261.6673278808594,261.92245196421163,260.6012845993816,261.3028688769904,48997500
2019-04-05,262.9339599609375,262.9886274428956,262.0501319273475,262.34171036875773,58621700
2019-04-08,263.1343688964844,263.2437038405529,261.84050717663445,262.5056651616451,53566300
2019-04-09,261.785888671875,262.4874732318434,261.2300933334164,262.1594683382844,66142300
2019-04-10,262.6787414550781,262.7698631611057,261.78579322631316,262.20491970631116,52601500
2019-04-11,262.60595703125,263.17999346333227,262.03192059916773,263.1708729464885,55093100
2019-04-12,264.3826599121094,264.66511779077246,262.65145838939964,264.2368707156307,69727800
2019-04-15,264.2095642089844,264.5558101105001,263.39861693370295,264.4555678622698,49596700
2019-04-16,264.3826599121094,265.1571528530823,263.781289904052,265.1024853802086,52153200
